sampleId,sequenceId,country,city,collectionDate,lat,long,season,nFlies,locality,type,continent,set,year,yday,stationName,dist
CA_tu_13_spring,mel171_052013_CO,USA,Tuolumne,2013-05-14,37.97,-120.26,spring,98,CA_tu,pooled,NorthAmerica,DrosRTEC,2013,134,US1CATM0005,0.0314701445818193
ES_ba_12_fall,BA_2012_FAT,Spain,Barcelona,2012-10-15,41.38,2.17,fall,29,ES_ba,pooled,Europe,DrosRTEC,2012,289,SPE00155991,0.0046324939287555
ES_ba_12_spring,BA_2012_SPT,Spain,Barcelona,2012-07-13,41.38,2.17,spring,55,ES_ba,pooled,Europe,DrosRTEC,2012,195,SPE00155991,0.0046324939287555
FL_ho_10_fall,FL_sample2,USA,Homestead,2010-12-15,25.5,-80.477,fall,48,FL_ho,pooled,NorthAmerica,DrosRTEC,2010,349,US1FLMD0069,0.0174613859701913
FL_ho_10_spring,FL_sample1,USA,Homestead,2010-07-15,25.5,-80.477,spring,39,FL_ho,pooled,NorthAmerica,DrosRTEC,2010,196,US1FLMD0069,0.0174613859701913
GA_at_14_fall,mel14AGA10_FAT,USA,Athens,2014-10-15,33.95,-83.36,fall,99,GA_at,pooled,NorthAmerica,DrosRTEC,2014,288,US1GACK0012,0.0272825951844687
GA_at_14_spring,mel14AGA6_SPT,USA,Athens,2014-06-15,33.95,-83.36,spring,44,GA_at,pooled,NorthAmerica,DrosRTEC,2014,166,US1GACK0012,0.0272825951844687
GA_ha_08_spring,GA,USA,Hahia,2008-07-15,30.99,-83.37,spring,51,GA_ha,pooled,NorthAmerica,DrosRTEC,2008,197,US1GALW0001,0.0542457371597109
IL_ur_15_spring,mel15UIL7_SPT,USA,Urbana,2015-07-11,40.11,-88.21,spring,184,IL_ur,pooled,NorthAmerica,DrosRTEC,2015,192,US1ILCP0012,0.00684762732630963
KA_to_14_fall,mel14TKA10_FAT,USA,Topeka,2014-10-22,39.202831,-95.741527,fall,48,KA_to,pooled,NorthAmerica,DrosRTEC,2014,295,USC00143842,0.081510580233489
KA_to_14_spring,mel14TKA6_SPT,USA,Topeka,2014-06-22,39.0913433,-95.6246509,spring,72,KA_to,pooled,NorthAmerica,DrosRTEC,2014,173,USW00013996,0.0188989376870759
MA_la_12_fall,MA_2012_FAT,USA,Lancaster,2012-10-02,42.45,-71.67,fall,63,MA_la,pooled,NorthAmerica,DrosRTEC,2012,276,US1MAWR0053,0.0328074686618794
MA_la_12_spring,MA_2012_SPT,USA,Lancaster,2012-07-28,42.45,-71.67,spring,100,MA_la,pooled,NorthAmerica,DrosRTEC,2012,210,US1MAWR0053,0.0328074686618794
MA_la_14_fall,mel14LMA10_FAT,USA,Lancaster,2014-10-20,42.45,-71.67,fall,90,MA_la,pooled,NorthAmerica,DrosRTEC,2014,293,US1MAWR0053,0.0328074686618794
MA_la_14_spring,mel14LMA7_SPT,USA,Lancaster,2014-07-20,42.45,-71.67,spring,32,MA_la,pooled,NorthAmerica,DrosRTEC,2014,201,US1MAWR0053,0.0328074686618794
ME_bo_09_fall.r1,ME_sample1,USA,Bowdoin,2009-10-15,44,-69.96,fall,86,ME_bo,pooled,NorthAmerica,DrosRTEC,2009,288,US1MESG0015,0.0470561366880001
ME_bo_09_fall.r2,ME_sample2,USA,Bowdoin,2009-10-15,44,-69.96,fall,75,ME_bo,pooled,NorthAmerica,DrosRTEC,2009,288,US1MESG0015,0.0470561366880001
MI_bh_14_fall,mel14BHM11_FAT,USA,Benton Harbor,2014-11-05,42.1111,-86.4483,fall,34,MI_bh,pooled,NorthAmerica,DrosRTEC,2014,309,USC00200710,0.0253663162481332
MI_bh_14_spring,mel14BHM7_SPT,USA,Benton Harbor,2014-07-26,42.1111,-86.4483,spring,106,MI_bh,pooled,NorthAmerica,DrosRTEC,2014,207,USC00200710,0.0253663162481332
NC_ra_03_n,NC,USA,Raleigh,NA,35.77,-78.63,n,92,NC_ra,pooled,NorthAmerica,DrosRTEC,NA,NA,USC00317081,0.0240185345098353
NY_it_12_fall,NY_2012_FAT,USA,Ithaca,2012-09-23,42.44,-76.5,fall,58,NY_it,pooled,NorthAmerica,DrosRTEC,2012,267,US1NYTM0003,0.0141014183683718
NY_it_12_spring,NY_2012_SPT,USA,Ithaca,2012-07-25,42.44,-76.5,spring,30,NY_it,pooled,NorthAmerica,DrosRTEC,2012,207,US1NYTM0003,0.0141014183683718
ON_su_15_fall,mel15SON9_FAT,Canada,Sudbury,2015-09-30,46.53,-80.96,fall,110,ON_su,pooled,NorthAmerica,DrosRTEC,2015,273,CA006068148,0.0521898457556679
ON_su_15_spring,mel15SON8_SPT,Canada,Sudbury,2015-08-03,46.53,-80.96,spring,108,ON_su,pooled,NorthAmerica,DrosRTEC,2015,215,CA006068148,0.0521898457556679
PA_li_09_fall,PA_11_2009,USA,Linvilla,2009-11-15,39.88,-75.41,fall,74,PA_li,pooled,NorthAmerica,DrosRTEC,2009,319,US1PADL0009,0.0421473605342103
PA_li_09_spring,PA_07_2009.run1,USA,Linvilla,2009-07-15,39.88,-75.41,spring,55,PA_li,pooled,NorthAmerica,DrosRTEC,2009,196,US1PADL0009,0.0421473605342103
PA_li_10_fall,PA_11_2010,USA,Linvilla,2010-11-15,39.88,-75.41,fall,33,PA_li,pooled,NorthAmerica,DrosRTEC,2010,319,US1PADL0009,0.0421473605342103
PA_li_10_spring,PA_07_2010,USA,Linvilla,2010-07-15,39.88,-75.41,spring,116,PA_li,pooled,NorthAmerica,DrosRTEC,2010,196,US1PADL0009,0.0421473605342103
PA_li_11_fall,PA_10_2011,USA,Linvilla,2011-10-15,39.88,-75.41,fall,47,PA_li,pooled,NorthAmerica,DrosRTEC,2011,288,US1PADL0009,0.0421473605342103
PA_li_11_frost,PA_11_2011,USA,Linvilla,2011-11-15,39.88,-75.41,frost,50,PA_li,pooled,NorthAmerica,DrosRTEC,2011,319,US1PADL0009,0.0421473605342103
PA_li_11_spring,PA_07_2011,USA,Linvilla,2011-07-15,39.88,-75.41,spring,75,PA_li,pooled,NorthAmerica,DrosRTEC,2011,196,US1PADL0009,0.0421473605342103
PA_li_12_fall,PA_2012_FAT,USA,Linvilla,2012-10-10,39.88,-75.41,fall,100,PA_li,pooled,NorthAmerica,DrosRTEC,2012,284,US1PADL0009,0.0421473605342103
PA_li_12_spring,PA_2012_SPT,USA,Linvilla,2012-07-16,39.88,-75.41,spring,115,PA_li,pooled,NorthAmerica,DrosRTEC,2012,198,US1PADL0009,0.0421473605342103
PA_li_12_sum,PA_09_2011,USA,Linvilla,2012-09-13,39.88,-75.41,fall,50,PA_li,pooled,NorthAmerica,DrosRTEC,2012,257,US1PADL0009,0.0421473605342103
PA_li_13_spring,mel13LN6_SPT,USA,Linvilla,2013-06-15,39.88,-75.41,spring,54,PA_li,pooled,NorthAmerica,DrosRTEC,2013,166,US1PADL0009,0.0421473605342103
PA_li_14_fall,mel14LNPA10_FAT,USA,Linvilla,2014-10-17,39.88,-75.41,fall,50,PA_li,pooled,NorthAmerica,DrosRTEC,2014,290,US1PADL0009,0.0421473605342103
PA_li_14_spring,mel14LNPA6_SPT,USA,Linvilla,2014-06-27,39.88,-75.41,spring,92,PA_li,pooled,NorthAmerica,DrosRTEC,2014,178,US1PADL0009,0.0421473605342103
PA_li_15_fall,mel15LN10_FAT,USA,Linvilla,2015-10-15,39.88,-75.41,fall,52,PA_li,pooled,NorthAmerica,DrosRTEC,2015,288,US1PADL0009,0.0421473605342103
PA_li_15_spring,mel15LN7_SPT,USA,Linvilla,2015-07-15,39.88,-75.41,spring,74,PA_li,pooled,NorthAmerica,DrosRTEC,2015,196,US1PADL0009,0.0421473605342103
PA_st_14_fall,mel14SCPA10_FAT,USA,State College,2014-10-16,40.793395,-77.860001,fall,67,PA_st,pooled,NorthAmerica,DrosRTEC,2014,289,USC00368449,0.00719962679588313
PA_st_14_spring,mel14SCPA6_SPT,USA,State College,2014-06-18,40.793395,-77.860001,spring,45,PA_st,pooled,NorthAmerica,DrosRTEC,2014,169,USC00368449,0.00719962679588313
PA_st_15_spring,mel15SCPA7_SPT,USA,State College,2015-07-18,40.793395,-77.860001,spring,47,PA_st,pooled,NorthAmerica,DrosRTEC,2015,199,USC00368449,0.00719962679588313
SC_eu_10_spring,SC,USA,Eutawville,2010-07-15,33.39,-80.34,spring,48,SC_eu,pooled,NorthAmerica,DrosRTEC,2010,196,USC00382917,0.0141421356237231
UA_od_13_fall,mel13OUK10_FAT,Ukraine,Odessa,2013-10-15,46.49,30.71,fall,61,UA_od,pooled,Europe,DrosRTEC,2013,288,UPM00033837,0.080622577482988
UA_od_13_spring,mel13OUK5_SPT,Ukraine,Odessa,2013-05-15,46.49,30.71,spring,37,UA_od,pooled,Europe,DrosRTEC,2013,135,UPM00033837,0.080622577482988
VA_ch_12_fall,VA_2012_FAT,USA,Charlottesville,2012-11-05,38,-78.47,fall,50,VA_ch,pooled,NorthAmerica,DrosRTEC,2012,310,USW00003759,0.00506063237155431
VA_ch_12_spring,VA_2012_SPT,USA,Charlottesville,2012-07-18,38,-78.47,spring,95,VA_ch,pooled,NorthAmerica,DrosRTEC,2012,200,USW00003759,0.00506063237155431
VA_ch_14_fall,mel14CUA10_FAT,USA,Charlotttesville,2014-10-14,38,-78.47,fall,76,VA_ch,pooled,NorthAmerica,DrosRTEC,2014,287,USW00003759,0.00506063237155431
VA_ch_14_spring,mel14CUA6_SPT,USA,Charlotttesville,2014-06-25,38,-78.47,spring,104,VA_ch,pooled,NorthAmerica,DrosRTEC,2014,176,USW00003759,0.00506063237155431
VA_ch_15_fall,mel15CUA10_FAT,USA,Charlotttesville,2015-10-19,38,-78.47,fall,89,VA_ch,pooled,NorthAmerica,DrosRTEC,2015,292,USW00003759,0.00506063237155431
VA_ch_15_spring,mel15CUA7_SPT,USA,Charlotttesville,2015-07-01,38,-78.47,spring,65,VA_ch,pooled,NorthAmerica,DrosRTEC,2015,182,USW00003759,0.00506063237155431
WA_se_14_spring,mel14TWA7_SPT,USA,Seattle,2014-07-15,47.61,-122.33,spring,70,WA_se,pooled,NorthAmerica,DrosRTEC,2014,196,US1WAKG0204,0.0140288987450863
WI_cp_12_fall,WI_09_2012,USA,Cross Plains,2012-09-11,43.11,-89.65,fall,164,WI_cp,pooled,NorthAmerica,DrosRTEC,2012,255,US1WIDA0049,0.0812628451384812
WI_cp_12_frost,WI_2012_FAT,USA,Cross Plains,2012-10-20,43.11,-89.65,frost,100,WI_cp,pooled,NorthAmerica,DrosRTEC,2012,294,US1WIDA0049,0.0812628451384812
WI_cp_12_spring,WI_2012_SPT,USA,Cross Plains,2012-06-10,43.11,-89.65,spring,83,WI_cp,pooled,NorthAmerica,DrosRTEC,2012,162,US1WIDA0049,0.0812628451384812
WI_cp_13_fall,mel13CWI9_FAT,USA,Cross Plains,2013-09-22,43.11,-89.65,fall,61,WI_cp,pooled,NorthAmerica,DrosRTEC,2013,265,US1WIDA0049,0.0812628451384812
WI_cp_13_spring,mel13CWI7_SPT,USA,Cross Plains,2013-07-02,43.11,-89.65,spring,130,WI_cp,pooled,NorthAmerica,DrosRTEC,2013,183,US1WIDA0049,0.0812628451384812
WI_cp_14_fall,mel14CWI9_FAT,USA,Cross Plains,2014-09-18,43.11,-89.65,fall,61,WI_cp,pooled,NorthAmerica,DrosRTEC,2014,261,US1WIDA0049,0.0812628451384812
WI_cp_14_spring,mel14CWI6_SPT,USA,Cross Plains,2014-06-25,43.11,-89.65,spring,130,WI_cp,pooled,NorthAmerica,DrosRTEC,2014,176,US1WIDA0049,0.0812628451384812
CO,CO,Cameroon,Oku,2004-04-15,6.25,10.43,NA,10,CO,inbred,Africa,dpgp,2004,106,NIM00065271,2.32636454580962
GA,GA,Gabon,Franceville,2002-03-15,-1.65,13.6,NA,10,GA,inbred,Africa,dpgp,2002,74,GB000004553,0.0360555127546394
GU,GU,Guinea,Dondé,2005-06-15,10.7,-12.25,NA,5,GU,inbred,Africa,dpgp,2005,166,GV000001820,0.371214223865412
NG,NG,Nigeria,Maiduguri,2004-09-15,11.85,13.16,NA,6,NG,inbred,Africa,dpgp,2004,259,NIM00065082,0.077
ZI,dpgp3,Zambia,Siavonga,2010-07-15,-16.54,28.72,NA,197,ZI,inbred,Africa,dpgp,2010,196,ZI000067761,0.16461470165207
