MN_BIO1,44.22,-95.260
MN_BIO4,44.22,-95.266
ND_BIO1,46.96,-97.020
ND_BIO4,46.96,-97.028
NW_BIO1,41.22,-83.760
NW_BIO4,41.22,-83.766
PA_BIO1,40.79,-77.860
PA_BIO4,40.79,-77.866
WI_BIO1,43.34,-89.410
WI_BIO4,43.34,-89.419
WO_BIO1,40.78,-81.930
WO_BIO4,40.78,-81.937
